Age,Gender,Student,Non-student,Internship_Experience,Year_of_Study,Marital_Status,Work_Experience,Internet_Availability,Research_Experience,Availability,Language_Proficiency,Hours_Dedicated,Continent,Soft_Skills,Internship_success
37,Male,True,False,3,1,Married,9,High-Speed,0,Flexible,Advanced,24,South America,Average,0
24,Female,True,False,1,2,Widowed,1,Dial-Up,2,Flexible,Beginner,16,South America,Excellent,1
34,Male,False,True,5,-1,Married,0,None,4,Full-time,Native,10,Antarctica,Poor,0
43,Female,False,True,1,-1,Divorced,6,High-Speed,2,Full-time,Beginner,22,Asia,Poor,1
36,Male,True,False,0,1,Divorced,1,None,2,Part-time,Advanced,17,Antarctica,Excellent,1
37,Male,True,False,2,4,Divorced,2,Dial-Up,1,Flexible,Native,12,North America,Good,1
22,Male,True,False,4,4,Married,4,High-Speed,1,Full-time,Native,35,Europe,Excellent,1
37,Male,False,True,3,-1,Married,5,Dial-Up,1,Flexible,Advanced,19,Antarctica,Good,0
28,Non-Binary,False,True,3,-1,Divorced,1,High-Speed,1,Part-time,Advanced,12,Asia,Average,1
25,Non-Binary,False,True,2,-1,Divorced,0,None,3,Part-time,Intermediate,10,South America,Poor,0
44,Male,False,True,1,-1,Married,3,High-Speed,1,Part-time,Native,5,Asia,Excellent,0
33,Female,False,True,4,-1,Single,7,None,2,Full-time,Native,30,Australia,Poor,1
47,Female,False,True,0,-1,Married,4,Dial-Up,0,Flexible,Beginner,29,Australia,Poor,0
38,Female,False,True,0,-1,Divorced,6,None,0,Full-time,Intermediate,33,Australia,Poor,1
19,Male,False,True,0,-1,Single,3,None,0,Part-time,Native,27,Europe,Average,1
34,Female,False,True,5,-1,Married,1,High-Speed,0,Full-time,Advanced,21,Asia,Average,0
43,Male,True,False,5,1,Single,3,High-Speed,0,Full-time,Beginner,28,Australia,Average,1
41,Female,True,False,3,3,Widowed,6,None,1,Part-time,Advanced,18,Asia,Poor,1
24,Non-Binary,False,True,4,-1,Divorced,8,None,3,Full-time,Advanced,8,Asia,Average,1
25,Female,False,True,0,-1,Married,5,High-Speed,0,Flexible,Native,5,Africa,Poor,1
47,Female,False,True,4,-1,Married,2,None,4,Flexible,Beginner,25,Australia,Average,1
49,Non-Binary,False,True,4,-1,Widowed,1,High-Speed,1,Full-time,Native,8,North America,Excellent,1
34,Non-Binary,False,True,4,-1,Divorced,4,None,0,Flexible,Intermediate,28,Antarctica,Good,1
20,Male,True,False,4,1,Single,6,None,1,Full-time,Advanced,21,Antarctica,Good,0
19,Female,False,True,1,-1,Married,0,High-Speed,3,Full-time,Native,5,North America,Excellent,1
47,Male,True,False,4,1,Widowed,7,High-Speed,3,Part-time,Intermediate,12,Antarctica,Good,0
32,Female,False,True,3,-1,Widowed,2,High-Speed,0,Full-time,Advanced,28,Antarctica,Good,0
18,Non-Binary,False,True,3,-1,Divorced,6,Dial-Up,4,Part-time,Intermediate,28,Antarctica,Poor,0
24,Female,True,False,1,4,Single,3,Dial-Up,3,Full-time,Native,22,South America,Excellent,1
30,Non-Binary,True,False,1,3,Widowed,7,None,0,Full-time,Intermediate,30,Australia,Poor,0
27,Male,False,True,3,-1,Married,6,Dial-Up,2,Flexible,Native,11,Asia,Poor,1
18,Non-Binary,True,False,2,4,Widowed,9,High-Speed,0,Part-time,Native,19,Africa,Good,1
36,Female,True,False,1,3,Widowed,6,Dial-Up,4,Part-time,Beginner,7,Antarctica,Poor,0
48,Male,True,False,2,4,Married,1,None,4,Flexible,Native,36,Asia,Excellent,1
26,Female,True,False,5,4,Married,3,None,4,Full-time,Intermediate,21,North America,Average,0
39,Male,False,True,0,-1,Married,2,High-Speed,0,Flexible,Beginner,9,Australia,Good,0
49,Non-Binary,False,True,0,-1,Widowed,2,High-Speed,0,Part-time,Beginner,39,Australia,Good,1
44,Male,True,False,0,3,Widowed,3,Dial-Up,3,Part-time,Native,10,North America,Average,1
19,Non-Binary,False,True,1,-1,Divorced,5,None,2,Part-time,Native,18,South America,Average,0
26,Non-Binary,False,True,2,-1,Single,3,None,0,Flexible,Intermediate,21,Asia,Excellent,1
30,Female,True,False,4,1,Widowed,6,High-Speed,4,Part-time,Native,11,Asia,Good,0
35,Female,False,True,0,-1,Divorced,2,Dial-Up,0,Flexible,Intermediate,11,Australia,Good,1
24,Non-Binary,False,True,4,-1,Widowed,3,Dial-Up,1,Full-time,Advanced,26,Africa,Average,1
22,Female,True,False,0,3,Married,5,High-Speed,4,Flexible,Native,25,Antarctica,Average,1
24,Non-Binary,True,False,1,4,Married,1,None,0,Part-time,Intermediate,27,Australia,Good,0
38,Male,True,False,1,4,Single,1,Dial-Up,0,Part-time,Intermediate,36,Europe,Average,0
48,Non-Binary,True,False,2,1,Married,7,High-Speed,1,Full-time,Beginner,32,South America,Average,1
32,Male,False,True,1,-1,Divorced,3,None,0,Flexible,Intermediate,8,Africa,Good,0
49,Non-Binary,True,False,0,4,Divorced,1,Dial-Up,2,Full-time,Advanced,14,Europe,Poor,1
30,Female,False,True,0,-1,Single,3,Dial-Up,3,Part-time,Advanced,18,Africa,Average,1
35,Non-Binary,False,True,3,-1,Married,9,Dial-Up,4,Flexible,Intermediate,23,South America,Poor,1
48,Male,True,False,3,2,Single,9,Dial-Up,2,Flexible,Native,35,South America,Poor,1
21,Male,True,False,3,2,Divorced,9,None,4,Part-time,Native,26,Australia,Average,1
37,Male,True,False,2,2,Married,1,Dial-Up,4,Part-time,Beginner,28,Europe,Excellent,0
22,Male,False,True,4,-1,Widowed,7,None,2,Flexible,Advanced,21,North America,Excellent,1
45,Male,False,True,3,-1,Divorced,0,Dial-Up,1,Flexible,Advanced,38,Asia,Average,1
32,Female,False,True,1,-1,Single,3,Dial-Up,2,Part-time,Advanced,24,Antarctica,Poor,0
40,Female,False,True,0,-1,Widowed,0,High-Speed,2,Full-time,Native,11,South America,Poor,1
46,Male,False,True,2,-1,Divorced,8,None,3,Part-time,Advanced,23,Asia,Poor,0
29,Female,False,True,3,-1,Single,5,Dial-Up,2,Flexible,Native,20,North America,Good,1
30,Non-Binary,False,True,2,-1,Divorced,5,None,0,Part-time,Native,27,Australia,Excellent,1
35,Non-Binary,True,False,5,4,Single,0,None,2,Full-time,Intermediate,24,Asia,Excellent,1
23,Female,True,False,4,2,Widowed,7,High-Speed,2,Flexible,Advanced,37,Asia,Poor,1
33,Male,True,False,0,2,Widowed,4,Dial-Up,4,Part-time,Beginner,31,Asia,Good,1
19,Male,True,False,4,1,Single,6,Dial-Up,0,Flexible,Intermediate,18,North America,Good,1
28,Female,True,False,1,2,Married,4,Dial-Up,0,Flexible,Beginner,18,Australia,Good,0
35,Male,True,False,2,3,Married,3,High-Speed,1,Flexible,Native,8,Europe,Excellent,1
33,Non-Binary,False,True,4,-1,Widowed,6,None,0,Full-time,Beginner,13,Europe,Good,1
33,Female,True,False,5,3,Divorced,5,Dial-Up,1,Full-time,Beginner,6,Asia,Excellent,1
30,Female,False,True,5,-1,Widowed,7,High-Speed,2,Flexible,Native,37,North America,Average,1
28,Female,True,False,4,1,Widowed,1,Dial-Up,0,Full-time,Native,17,South America,Excellent,1
40,Non-Binary,True,False,1,3,Married,2,High-Speed,1,Part-time,Native,26,Asia,Good,1
44,Female,True,False,5,2,Divorced,7,Dial-Up,4,Flexible,Intermediate,5,Antarctica,Good,1
24,Male,True,False,0,3,Divorced,5,High-Speed,1,Full-time,Intermediate,15,South America,Excellent,1
49,Non-Binary,True,False,5,2,Divorced,9,Dial-Up,3,Part-time,Native,34,South America,Excellent,1
37,Female,False,True,0,-1,Divorced,7,High-Speed,1,Full-time,Intermediate,17,Europe,Poor,1
22,Male,True,False,0,1,Widowed,1,None,2,Full-time,Intermediate,33,Africa,Average,0
31,Female,False,True,5,-1,Widowed,8,Dial-Up,4,Part-time,Beginner,35,Antarctica,Good,1
26,Male,False,True,3,-1,Divorced,2,Dial-Up,1,Part-time,Beginner,28,Antarctica,Good,1
40,Non-Binary,True,False,3,2,Divorced,2,High-Speed,3,Part-time,Advanced,27,South America,Excellent,1
42,Non-Binary,False,True,2,-1,Single,0,None,4,Part-time,Beginner,21,South America,Average,1
29,Male,True,False,1,4,Married,7,None,3,Full-time,Native,7,Africa,Average,0
21,Female,True,False,2,3,Divorced,8,None,1,Flexible,Advanced,8,Antarctica,Average,0
18,Female,True,False,0,4,Married,3,Dial-Up,2,Full-time,Advanced,33,Australia,Average,1
36,Female,False,True,3,-1,Married,1,None,0,Part-time,Advanced,26,Australia,Poor,1
23,Female,True,False,2,1,Divorced,4,High-Speed,2,Flexible,Beginner,27,North America,Good,1
48,Male,True,False,0,2,Divorced,8,High-Speed,2,Flexible,Intermediate,11,North America,Average,1
41,Female,True,False,3,2,Widowed,6,None,1,Flexible,Beginner,20,Europe,Good,0
30,Male,True,False,0,3,Widowed,4,High-Speed,2,Part-time,Beginner,31,Europe,Poor,1
36,Non-Binary,True,False,4,2,Divorced,7,Dial-Up,0,Flexible,Beginner,23,South America,Excellent,0
36,Female,True,False,3,4,Married,5,None,1,Part-time,Advanced,32,South America,Poor,1
49,Non-Binary,False,True,3,-1,Married,0,None,4,Full-time,Native,14,Antarctica,Average,0
24,Male,True,False,1,2,Divorced,4,High-Speed,0,Full-time,Advanced,14,Africa,Average,1
32,Male,True,False,1,4,Divorced,9,High-Speed,1,Part-time,Advanced,17,North America,Good,1
30,Male,False,True,2,-1,Single,5,Dial-Up,1,Part-time,Advanced,24,Africa,Average,1
26,Non-Binary,True,False,0,2,Married,9,Dial-Up,1,Flexible,Native,26,Antarctica,Good,1
21,Non-Binary,True,False,3,1,Married,1,Dial-Up,2,Flexible,Advanced,27,South America,Good,1
25,Male,False,True,4,-1,Divorced,2,None,3,Full-time,Beginner,36,Australia,Excellent,0
35,Male,False,True,0,-1,Single,9,Dial-Up,4,Flexible,Beginner,37,North America,Excellent,0
33,Non-Binary,True,False,1,3,Widowed,8,None,3,Full-time,Intermediate,15,Europe,Average,1
20,Male,False,True,1,-1,Divorced,5,None,3,Flexible,Beginner,16,Africa,Excellent,1
28,Non-Binary,True,False,4,2,Married,5,Dial-Up,3,Flexible,Advanced,20,Antarctica,Good,1
30,Non-Binary,True,False,3,2,Divorced,2,Dial-Up,1,Part-time,Advanced,39,South America,Average,1
28,Female,False,True,1,-1,Single,3,None,1,Flexible,Native,14,Asia,Good,1
23,Male,False,True,1,-1,Married,9,High-Speed,2,Full-time,Native,33,South America,Excellent,1
20,Female,False,True,1,-1,Married,5,High-Speed,1,Full-time,Native,6,North America,Good,0
48,Male,False,True,4,-1,Widowed,9,High-Speed,3,Flexible,Beginner,30,Europe,Average,1
21,Non-Binary,True,False,5,3,Single,5,None,1,Part-time,Advanced,8,Australia,Average,1
49,Female,False,True,0,-1,Widowed,6,Dial-Up,3,Full-time,Native,8,South America,Excellent,1
46,Female,False,True,0,-1,Widowed,9,None,3,Full-time,Intermediate,13,Asia,Excellent,1
30,Male,False,True,3,-1,Married,2,High-Speed,2,Flexible,Intermediate,33,North America,Good,0
18,Non-Binary,True,False,3,4,Single,9,None,2,Part-time,Intermediate,5,South America,Good,1
44,Non-Binary,True,False,5,1,Divorced,4,High-Speed,0,Full-time,Advanced,23,South America,Good,1
31,Male,False,True,3,-1,Single,1,Dial-Up,1,Flexible,Intermediate,27,Europe,Excellent,0
36,Female,True,False,2,1,Married,5,None,0,Full-time,Beginner,29,Africa,Good,1
37,Female,True,False,3,1,Divorced,5,None,0,Part-time,Beginner,14,North America,Poor,0
37,Female,False,True,3,-1,Married,8,None,0,Full-time,Advanced,15,Antarctica,Good,1
42,Female,True,False,4,3,Married,4,Dial-Up,3,Full-time,Native,34,Africa,Good,1
32,Male,True,False,2,4,Single,8,High-Speed,2,Flexible,Beginner,13,Asia,Poor,1
34,Non-Binary,False,True,0,-1,Married,7,None,0,Flexible,Native,31,Asia,Poor,1
45,Non-Binary,True,False,3,2,Divorced,4,High-Speed,3,Part-time,Native,19,South America,Good,1
24,Non-Binary,True,False,5,1,Divorced,0,None,4,Part-time,Advanced,25,Australia,Average,1
34,Non-Binary,True,False,0,3,Widowed,0,High-Speed,4,Part-time,Intermediate,5,Australia,Excellent,1
22,Male,True,False,3,1,Married,1,High-Speed,4,Flexible,Native,28,Antarctica,Average,0
48,Non-Binary,True,False,4,3,Divorced,9,High-Speed,3,Flexible,Native,21,Asia,Excellent,1
35,Female,True,False,3,4,Single,1,None,4,Part-time,Native,35,Australia,Excellent,1
36,Non-Binary,True,False,2,4,Divorced,2,High-Speed,3,Flexible,Intermediate,27,Europe,Good,1
47,Male,True,False,4,4,Single,3,None,4,Flexible,Intermediate,29,Asia,Poor,0
32,Female,False,True,3,-1,Widowed,6,Dial-Up,3,Full-time,Native,31,Europe,Excellent,1
48,Female,False,True,5,-1,Single,2,Dial-Up,1,Full-time,Native,29,Europe,Average,0
20,Male,False,True,1,-1,Widowed,2,Dial-Up,1,Part-time,Advanced,35,South America,Poor,0
18,Male,True,False,4,1,Widowed,1,None,2,Full-time,Intermediate,17,South America,Poor,1
42,Female,True,False,4,1,Widowed,3,High-Speed,1,Flexible,Native,28,Africa,Good,1
23,Female,True,False,4,3,Married,5,High-Speed,3,Part-time,Advanced,7,South America,Poor,0
44,Male,False,True,2,-1,Widowed,1,High-Speed,0,Flexible,Beginner,27,Asia,Good,1
23,Non-Binary,True,False,3,4,Single,9,High-Speed,1,Flexible,Native,7,Antarctica,Average,0
44,Non-Binary,False,True,4,-1,Married,8,High-Speed,2,Flexible,Native,21,Asia,Good,1
21,Female,False,True,3,-1,Single,6,Dial-Up,1,Part-time,Intermediate,18,Antarctica,Good,1
30,Male,False,True,4,-1,Divorced,7,Dial-Up,2,Full-time,Beginner,10,Antarctica,Poor,1
38,Non-Binary,False,True,2,-1,Widowed,9,None,4,Part-time,Intermediate,31,North America,Good,1
19,Non-Binary,True,False,3,4,Single,5,None,2,Flexible,Intermediate,27,North America,Poor,1
45,Female,True,False,0,2,Divorced,2,None,4,Part-time,Intermediate,37,Antarctica,Average,0
29,Female,False,True,0,-1,Single,3,High-Speed,4,Flexible,Advanced,24,Europe,Poor,1
30,Female,True,False,1,3,Single,8,Dial-Up,1,Flexible,Beginner,26,North America,Poor,0
19,Male,False,True,5,-1,Single,5,Dial-Up,4,Full-time,Native,21,Antarctica,Good,1
31,Male,True,False,5,2,Widowed,3,Dial-Up,0,Flexible,Native,14,Europe,Average,1
45,Female,True,False,2,4,Divorced,3,Dial-Up,4,Full-time,Native,12,Australia,Average,1
23,Non-Binary,False,True,2,-1,Single,4,High-Speed,3,Flexible,Intermediate,21,Australia,Average,1
30,Female,True,False,4,2,Divorced,0,None,4,Part-time,Native,39,North America,Average,1
49,Female,False,True,5,-1,Married,5,None,0,Part-time,Beginner,11,Africa,Average,0
33,Female,False,True,3,-1,Divorced,2,Dial-Up,1,Part-time,Advanced,5,North America,Poor,0
34,Male,True,False,0,1,Married,5,High-Speed,3,Part-time,Beginner,27,Europe,Average,1
18,Non-Binary,True,False,1,1,Divorced,5,Dial-Up,4,Part-time,Beginner,12,North America,Average,0
19,Male,False,True,1,-1,Widowed,5,Dial-Up,4,Part-time,Native,18,Europe,Average,0
27,Non-Binary,False,True,2,-1,Divorced,9,None,0,Full-time,Intermediate,23,Antarctica,Poor,0
28,Male,False,True,4,-1,Widowed,5,Dial-Up,4,Part-time,Beginner,17,Asia,Excellent,1
30,Female,True,False,4,2,Single,9,Dial-Up,3,Full-time,Native,31,Asia,Good,1
43,Non-Binary,True,False,3,3,Single,2,Dial-Up,1,Part-time,Beginner,30,Antarctica,Good,1
37,Non-Binary,True,False,3,2,Widowed,1,None,3,Part-time,Beginner,30,Africa,Average,0
34,Non-Binary,False,True,0,-1,Married,3,High-Speed,0,Full-time,Beginner,8,South America,Excellent,1
38,Male,False,True,0,-1,Divorced,3,Dial-Up,2,Part-time,Native,37,Australia,Poor,0
20,Male,True,False,4,4,Widowed,6,Dial-Up,4,Full-time,Beginner,10,Europe,Excellent,1
32,Non-Binary,False,True,3,-1,Widowed,7,None,2,Flexible,Beginner,9,North America,Poor,0
43,Female,True,False,1,1,Married,5,None,1,Part-time,Beginner,8,Europe,Average,0
44,Male,True,False,0,1,Divorced,9,None,4,Full-time,Advanced,24,Europe,Good,0
41,Female,True,False,3,3,Widowed,6,High-Speed,3,Flexible,Native,11,Africa,Good,1
47,Non-Binary,True,False,4,1,Married,4,Dial-Up,4,Full-time,Intermediate,35,Asia,Excellent,1
36,Female,False,True,1,-1,Single,2,None,2,Flexible,Advanced,24,Antarctica,Excellent,0
23,Non-Binary,True,False,1,3,Married,9,Dial-Up,3,Flexible,Native,22,Asia,Excellent,1
26,Female,True,False,0,3,Married,3,Dial-Up,0,Flexible,Intermediate,27,Asia,Excellent,1
19,Male,True,False,3,1,Divorced,5,High-Speed,0,Full-time,Intermediate,7,South America,Poor,0
25,Male,True,False,5,3,Divorced,3,None,2,Full-time,Intermediate,10,Europe,Average,0
33,Female,True,False,1,1,Married,9,High-Speed,4,Full-time,Intermediate,37,Australia,Poor,1
18,Non-Binary,False,True,3,-1,Single,0,None,3,Part-time,Intermediate,10,South America,Good,1
36,Non-Binary,False,True,2,-1,Divorced,6,Dial-Up,3,Full-time,Native,9,Australia,Average,1
24,Female,False,True,4,-1,Single,7,None,3,Flexible,Native,23,North America,Good,0
31,Non-Binary,False,True,3,-1,Divorced,6,High-Speed,2,Part-time,Intermediate,17,Australia,Average,1
20,Non-Binary,True,False,4,1,Widowed,0,None,4,Part-time,Advanced,39,Australia,Good,0
38,Non-Binary,False,True,4,-1,Widowed,6,Dial-Up,4,Full-time,Intermediate,26,Antarctica,Excellent,0
45,Female,False,True,2,-1,Married,6,Dial-Up,0,Full-time,Advanced,14,Africa,Poor,1
22,Male,True,False,4,2,Married,1,Dial-Up,1,Part-time,Beginner,34,Africa,Good,1
32,Male,True,False,2,2,Divorced,2,Dial-Up,1,Part-time,Beginner,12,Asia,Average,0
44,Female,False,True,1,-1,Married,6,None,4,Flexible,Advanced,30,Antarctica,Good,0
36,Male,False,True,3,-1,Divorced,5,Dial-Up,0,Part-time,Intermediate,29,North America,Excellent,1
41,Non-Binary,False,True,5,-1,Married,0,Dial-Up,2,Part-time,Advanced,25,Antarctica,Good,1
35,Female,False,True,1,-1,Widowed,0,Dial-Up,4,Part-time,Advanced,32,Asia,Poor,0
35,Non-Binary,True,False,5,4,Divorced,4,High-Speed,1,Full-time,Native,26,Europe,Average,1
40,Female,True,False,3,2,Single,6,High-Speed,2,Part-time,Native,31,South America,Excellent,1
31,Female,True,False,5,3,Married,4,High-Speed,2,Full-time,Advanced,16,Australia,Poor,1
34,Female,False,True,5,-1,Single,5,None,3,Full-time,Intermediate,17,North America,Excellent,1
31,Female,True,False,2,4,Widowed,0,High-Speed,4,Part-time,Native,28,Australia,Poor,1
28,Non-Binary,True,False,1,1,Widowed,9,None,3,Full-time,Beginner,13,Australia,Poor,0
42,Non-Binary,True,False,5,1,Divorced,4,None,4,Part-time,Intermediate,22,North America,Excellent,0
44,Non-Binary,False,True,5,-1,Single,3,None,0,Full-time,Native,29,Antarctica,Poor,1
22,Non-Binary,False,True,3,-1,Widowed,7,High-Speed,0,Flexible,Native,26,Asia,Average,0
45,Female,True,False,0,3,Divorced,7,Dial-Up,2,Part-time,Beginner,20,North America,Good,1
21,Male,False,True,2,-1,Divorced,6,High-Speed,4,Part-time,Native,5,North America,Excellent,1
22,Male,False,True,2,-1,Divorced,7,High-Speed,4,Part-time,Beginner,18,North America,Poor,1
32,Female,False,True,3,-1,Single,5,None,2,Part-time,Advanced,32,North America,Poor,1
19,Non-Binary,False,True,0,-1,Married,6,Dial-Up,3,Part-time,Advanced,25,Antarctica,Good,1
22,Female,False,True,4,-1,Single,2,None,0,Full-time,Advanced,31,Asia,Average,1
41,Male,True,False,2,4,Widowed,7,Dial-Up,4,Full-time,Intermediate,15,Australia,Excellent,1
24,Female,True,False,4,1,Divorced,6,High-Speed,1,Full-time,Intermediate,39,Africa,Good,1
28,Non-Binary,False,True,2,-1,Single,6,High-Speed,2,Full-time,Beginner,20,Europe,Excellent,0
42,Male,True,False,3,4,Single,8,Dial-Up,3,Flexible,Native,37,North America,Poor,1
37,Male,True,False,2,2,Divorced,6,None,4,Part-time,Beginner,13,South America,Average,0
20,Male,False,True,5,-1,Married,8,None,2,Part-time,Intermediate,11,Africa,Poor,1
44,Non-Binary,False,True,3,-1,Single,1,None,2,Part-time,Intermediate,9,Europe,Poor,0
26,Male,True,False,1,3,Widowed,7,High-Speed,1,Flexible,Intermediate,21,Asia,Good,1
40,Female,False,True,5,-1,Single,9,High-Speed,4,Full-time,Beginner,14,Africa,Good,1
30,Male,True,False,1,2,Widowed,0,None,1,Flexible,Native,30,Asia,Poor,1
20,Female,False,True,5,-1,Single,5,Dial-Up,2,Full-time,Native,16,Antarctica,Good,1
31,Female,False,True,3,-1,Single,8,Dial-Up,2,Flexible,Native,7,Asia,Average,1
28,Male,False,True,2,-1,Married,8,Dial-Up,4,Full-time,Native,34,Antarctica,Average,0
19,Non-Binary,False,True,2,-1,Divorced,9,Dial-Up,1,Part-time,Advanced,37,South America,Excellent,1
47,Male,False,True,3,-1,Single,0,None,4,Full-time,Native,12,Africa,Good,1
44,Female,False,True,1,-1,Married,9,None,4,Flexible,Native,29,Africa,Good,1
38,Non-Binary,True,False,5,2,Widowed,8,High-Speed,3,Flexible,Intermediate,37,Australia,Excellent,0
39,Male,False,True,2,-1,Married,4,Dial-Up,0,Flexible,Intermediate,9,Asia,Good,1
19,Non-Binary,False,True,4,-1,Married,9,High-Speed,0,Full-time,Advanced,38,Africa,Excellent,1
24,Female,False,True,1,-1,Married,1,Dial-Up,3,Flexible,Intermediate,38,North America,Average,0
42,Male,False,True,4,-1,Single,5,Dial-Up,0,Flexible,Advanced,38,South America,Poor,1
31,Female,False,True,1,-1,Divorced,8,None,2,Full-time,Beginner,19,Europe,Excellent,0
46,Female,True,False,2,1,Married,8,Dial-Up,3,Part-time,Beginner,34,Europe,Poor,0
42,Female,False,True,2,-1,Single,2,None,4,Part-time,Native,32,South America,Excellent,1
21,Male,True,False,2,3,Married,7,High-Speed,4,Part-time,Native,23,Australia,Poor,0
26,Non-Binary,True,False,5,4,Divorced,3,Dial-Up,0,Full-time,Native,36,Asia,Average,1
33,Non-Binary,False,True,4,-1,Divorced,2,Dial-Up,3,Full-time,Intermediate,10,North America,Good,1
43,Non-Binary,False,True,4,-1,Single,1,High-Speed,1,Flexible,Advanced,9,Africa,Poor,0
32,Non-Binary,True,False,0,4,Single,8,Dial-Up,0,Flexible,Advanced,25,Antarctica,Good,1
22,Female,False,True,0,-1,Widowed,2,Dial-Up,3,Flexible,Intermediate,18,Africa,Average,0
32,Female,True,False,2,1,Single,8,High-Speed,3,Flexible,Advanced,23,Africa,Average,1
18,Non-Binary,False,True,5,-1,Divorced,4,High-Speed,2,Part-time,Intermediate,38,South America,Good,1
37,Non-Binary,True,False,0,1,Divorced,6,Dial-Up,3,Full-time,Intermediate,28,North America,Good,1
37,Female,False,True,5,-1,Widowed,0,Dial-Up,3,Part-time,Advanced,8,Antarctica,Average,0
46,Female,False,True,1,-1,Married,1,High-Speed,3,Flexible,Advanced,35,Antarctica,Good,1
48,Non-Binary,False,True,4,-1,Widowed,7,High-Speed,1,Part-time,Beginner,22,South America,Average,1
41,Female,False,True,5,-1,Widowed,2,High-Speed,4,Full-time,Intermediate,28,Africa,Poor,1
45,Male,True,False,3,2,Divorced,3,None,2,Part-time,Intermediate,26,Africa,Average,1
48,Male,True,False,5,3,Married,3,Dial-Up,2,Flexible,Advanced,5,Africa,Good,0
45,Male,True,False,1,3,Divorced,5,Dial-Up,1,Part-time,Advanced,5,Antarctica,Poor,0
26,Male,False,True,1,-1,Widowed,6,None,2,Part-time,Beginner,37,Asia,Good,1
36,Female,False,True,5,-1,Widowed,0,Dial-Up,0,Full-time,Advanced,5,Antarctica,Excellent,0
48,Non-Binary,False,True,4,-1,Divorced,0,Dial-Up,4,Full-time,Advanced,26,Antarctica,Average,1
26,Non-Binary,True,False,5,3,Widowed,8,None,4,Flexible,Native,21,Australia,Poor,1
34,Female,True,False,2,2,Single,4,None,1,Flexible,Advanced,21,South America,Average,1
32,Non-Binary,True,False,5,3,Single,8,None,3,Part-time,Intermediate,29,Europe,Poor,1
41,Female,False,True,4,-1,Married,2,High-Speed,1,Flexible,Advanced,6,Europe,Average,1
45,Male,True,False,5,3,Widowed,5,Dial-Up,1,Part-time,Native,12,Antarctica,Good,1
48,Non-Binary,False,True,2,-1,Single,7,Dial-Up,3,Full-time,Intermediate,31,South America,Poor,0
45,Non-Binary,True,False,1,3,Divorced,0,None,2,Full-time,Advanced,28,Australia,Average,1
34,Non-Binary,True,False,5,1,Single,3,None,4,Full-time,Beginner,15,South America,Excellent,0
45,Male,False,True,5,-1,Divorced,5,None,0,Part-time,Native,38,North America,Excellent,1
41,Female,False,True,0,-1,Married,6,Dial-Up,0,Flexible,Intermediate,7,Australia,Good,0
21,Non-Binary,True,False,3,1,Single,2,Dial-Up,3,Part-time,Beginner,36,Europe,Good,1
48,Female,True,False,4,3,Married,4,None,4,Flexible,Beginner,32,North America,Excellent,1
39,Female,False,True,0,-1,Married,6,High-Speed,2,Flexible,Beginner,37,Africa,Poor,1
44,Male,False,True,3,-1,Widowed,1,High-Speed,4,Part-time,Advanced,5,Australia,Excellent,0
30,Non-Binary,False,True,3,-1,Single,3,None,4,Part-time,Beginner,8,Europe,Excellent,1
27,Non-Binary,False,True,0,-1,Widowed,8,Dial-Up,4,Part-time,Beginner,31,Antarctica,Excellent,1
43,Non-Binary,True,False,5,2,Divorced,3,None,2,Flexible,Advanced,27,South America,Good,1
32,Female,True,False,5,1,Single,6,High-Speed,0,Flexible,Native,34,North America,Poor,1
29,Non-Binary,True,False,4,2,Single,4,High-Speed,1,Full-time,Native,31,Africa,Good,0
48,Male,True,False,4,1,Divorced,9,None,4,Full-time,Advanced,21,South America,Good,1
34,Female,False,True,3,-1,Single,1,None,1,Part-time,Advanced,29,Europe,Poor,1
32,Male,True,False,5,2,Divorced,5,None,2,Part-time,Beginner,12,Asia,Good,1
45,Male,True,False,2,3,Married,5,High-Speed,0,Full-time,Beginner,31,Europe,Poor,1
44,Male,False,True,5,-1,Married,6,High-Speed,0,Part-time,Advanced,30,South America,Excellent,1
41,Non-Binary,False,True,0,-1,Married,1,Dial-Up,4,Full-time,Advanced,38,Europe,Excellent,1
31,Male,False,True,3,-1,Widowed,0,High-Speed,1,Full-time,Advanced,24,South America,Average,1
30,Non-Binary,True,False,2,2,Widowed,1,Dial-Up,4,Full-time,Native,16,Africa,Excellent,1
47,Male,True,False,4,4,Widowed,8,None,4,Full-time,Beginner,39,Australia,Good,1
23,Non-Binary,True,False,3,2,Married,2,None,3,Flexible,Intermediate,34,Asia,Excellent,1
37,Female,True,False,2,3,Married,3,None,1,Full-time,Advanced,10,North America,Average,0
43,Female,False,True,5,-1,Widowed,4,High-Speed,1,Part-time,Beginner,24,Europe,Poor,0
27,Male,False,True,2,-1,Married,3,None,3,Flexible,Intermediate,22,North America,Good,1
28,Male,True,False,3,1,Widowed,2,High-Speed,3,Flexible,Advanced,32,Asia,Good,1
18,Non-Binary,False,True,3,-1,Widowed,4,None,4,Part-time,Advanced,24,North America,Excellent,0
25,Male,True,False,2,4,Widowed,6,High-Speed,4,Part-time,Native,27,Europe,Average,1
36,Male,False,True,2,-1,Widowed,7,None,3,Full-time,Intermediate,17,Europe,Excellent,1
45,Non-Binary,False,True,3,-1,Divorced,8,High-Speed,2,Full-time,Beginner,34,North America,Average,0
37,Male,True,False,2,2,Widowed,6,High-Speed,4,Flexible,Intermediate,9,Asia,Poor,1
